ROI,ID,subROI,ROI_x1,ROI_y1,ROI_x2,ROI_y2,Angle,Analysis Method,First Quartile,Median,Third Quartile,image path
0,0,0,494.36186540732,554.9285714285711,802.9332939787485,992.5389610389609,0.0,Fano,205.94824504109258,207.30813321025727,208.83393963262034,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-000004.png
0,1,0,494.36186540732,554.9285714285711,802.9332939787485,992.5389610389609,0.0,Fano,206.09622699364806,207.46097064896605,209.13501659985357,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-001015.png
0,2,0,494.36186540732,554.9285714285711,802.9332939787485,992.5389610389609,0.0,Fano,206.41442060158488,207.58126595815068,208.94500903649583,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-002026.png
0,3,0,494.36186540732,554.9285714285711,802.9332939787485,992.5389610389609,0.0,Fano,206.80977084159272,208.18988119879324,209.78467891543957,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-003036.png
0,4,0,494.36186540732,554.9285714285711,802.9332939787485,992.5389610389609,0.0,Fano,207.07025691326214,208.30103371334994,209.91692671104903,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-004046.png
0,5,0,494.36186540732,554.9285714285711,802.9332939787485,992.5389610389609,0.0,Fano,207.08113942924956,208.13491008919385,210.0233677694834,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-005057.png
0,6,0,494.36186540732,554.9285714285711,802.9332939787485,992.5389610389609,0.0,Fano,207.2464967329337,208.10966473956947,209.94311150495056,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-010108.png
0,7,0,494.36186540732,554.9285714285711,802.9332939787485,992.5389610389609,0.0,Fano,207.58602426369984,208.8845418799307,210.59428456370455,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-011118.png
0,8,0,494.36186540732,554.9285714285711,802.9332939787485,992.5389610389609,0.0,Fano,207.51893897177652,208.99553453112512,210.57932752942773,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-012129.png
0,9,0,494.36186540732,554.9285714285711,802.9332939787485,992.5389610389609,0.0,Fano,207.87689226937258,208.7849210911877,210.4537892013795,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-013140.png
0,10,0,494.36186540732,554.9285714285711,802.9332939787485,992.5389610389609,0.0,Fano,208.08885256223164,209.14989945022836,211.08414456944064,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-014150.png
0,11,0,494.36186540732,554.9285714285711,802.9332939787485,992.5389610389609,0.0,Fano,208.06590023602834,209.39311250017593,210.83049364483273,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-015200.png
0,12,0,494.36186540732,554.9285714285711,802.9332939787485,992.5389610389609,0.0,Fano,208.3841844990179,210.10920896273979,211.19848004700467,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-020210.png
0,13,0,494.36186540732,554.9285714285711,802.9332939787485,992.5389610389609,0.0,Fano,208.36167645448947,209.8156828642645,211.69560069231713,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-021220.png
0,14,0,494.36186540732,554.9285714285711,802.9332939787485,992.5389610389609,0.0,Fano,208.7826473607335,210.15169359877422,211.50448829863404,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-022231.png
0,15,0,494.36186540732,554.9285714285711,802.9332939787485,992.5389610389609,0.0,Fano,208.62376249470262,209.8947597805601,211.45423825442256,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-023241.png
0,16,0,494.36186540732,554.9285714285711,802.9332939787485,992.5389610389609,0.0,Fano,209.10616592680572,209.9018878502007,211.56422239967065,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-024251.png
0,17,0,494.36186540732,554.9285714285711,802.9332939787485,992.5389610389609,0.0,Fano,208.9342969582774,210.49326916566764,211.65539103852763,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-025301.png
0,18,0,494.36186540732,554.9285714285711,802.9332939787485,992.5389610389609,0.0,Fano,209.24583527615474,210.50135207662464,212.01171238905232,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-030311.png
0,19,0,494.36186540732,554.9285714285711,802.9332939787485,992.5389610389609,0.0,Fano,209.45853878523033,210.59937905048827,211.83237006578014,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-031321.png
0,20,0,494.36186540732,554.9285714285711,802.9332939787485,992.5389610389609,0.0,Fano,209.6327468970229,210.68028349356325,211.70777651073027,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-032331.png
0,21,0,494.36186540732,554.9285714285711,802.9332939787485,992.5389610389609,0.0,Fano,209.54358464580065,211.1308062529688,212.01261703437896,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-033342.png
0,22,0,494.36186540732,554.9285714285711,802.9332939787485,992.5389610389609,0.0,Fano,209.66890454327236,210.87685319946016,212.01728475324606,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-034352.png
0,23,0,494.36186540732,554.9285714285711,802.9332939787485,992.5389610389609,0.0,Fano,209.86975175321749,210.96366270613296,212.4419576869001,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-035402.png
0,24,0,494.36186540732,554.9285714285711,802.9332939787485,992.5389610389609,0.0,Fano,210.04449623861075,211.09555066899048,212.44760580342714,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-040412.png
0,25,0,494.36186540732,554.9285714285711,802.9332939787485,992.5389610389609,0.0,Fano,209.99482679318425,211.154662229778,212.31658716529182,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-041422.png
0,26,0,494.36186540732,554.9285714285711,802.9332939787485,992.5389610389609,0.0,Fano,210.48507551645463,211.38107627807767,212.8975304597082,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-042432.png
0,27,0,494.36186540732,554.9285714285711,802.9332939787485,992.5389610389609,0.0,Fano,210.2355705608685,211.07838989475792,212.41238944956228,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-043442.png
0,28,0,494.36186540732,554.9285714285711,802.9332939787485,992.5389610389609,0.0,Fano,210.39406461688057,211.35440077446586,212.52247132036538,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-044452.png
0,29,0,494.36186540732,554.9285714285711,802.9332939787485,992.5389610389609,0.0,Fano,210.46511707859858,211.5054079691728,212.2939657784739,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-045503.png
0,30,0,494.36186540732,554.9285714285711,802.9332939787485,992.5389610389609,0.0,Fano,210.3739451324824,211.50724081682665,212.90964842362484,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-050513.png
0,31,0,494.36186540732,554.9285714285711,802.9332939787485,992.5389610389609,0.0,Fano,210.34292789294878,211.25388623126756,212.37514221807916,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-051523.png
0,32,0,494.36186540732,554.9285714285711,802.9332939787485,992.5389610389609,0.0,Fano,210.3001148455348,211.6089299496856,212.7501015445279,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-052533.png
0,33,0,494.36186540732,554.9285714285711,802.9332939787485,992.5389610389609,0.0,Fano,210.43816169241083,211.64764532265607,212.98098206941322,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-053544.png
0,34,0,494.36186540732,554.9285714285711,802.9332939787485,992.5389610389609,0.0,Fano,210.12771894106197,211.56214687331214,212.79916384083063,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-054554.png
0,35,0,494.36186540732,554.9285714285711,802.9332939787485,992.5389610389609,0.0,Fano,210.35580786895372,211.65453091555074,212.6795648747183,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-055604.png
0,36,0,494.36186540732,554.9285714285711,802.9332939787485,992.5389610389609,0.0,Fano,210.20618966441805,211.40447860584575,212.69906377186553,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-060614.png
0,37,0,494.36186540732,554.9285714285711,802.9332939787485,992.5389610389609,0.0,Fano,210.37951262963438,211.60758350618877,212.70175929355963,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-061625.png
0,38,0,494.36186540732,554.9285714285711,802.9332939787485,992.5389610389609,0.0,Fano,210.37069743956366,211.65819810707262,212.86283905116395,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-062635.png
0,39,0,494.36186540732,554.9285714285711,802.9332939787485,992.5389610389609,0.0,Fano,210.53337000750938,211.41388378543795,212.82005634345097,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-063646.png
0,40,0,494.36186540732,554.9285714285711,802.9332939787485,992.5389610389609,0.0,Fano,210.26437168830714,211.54980854603244,212.64285550040915,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-064656.png
0,41,0,494.36186540732,554.9285714285711,802.9332939787485,992.5389610389609,0.0,Fano,210.59004299844287,211.5113493588132,212.43450303571726,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-065706.png
0,42,0,494.36186540732,554.9285714285711,802.9332939787485,992.5389610389609,0.0,Fano,209.96789946503864,210.8835489010558,212.44522612810056,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-070716.png
0,43,0,494.36186540732,554.9285714285711,802.9332939787485,992.5389610389609,0.0,Fano,210.1724990036178,211.3662853358687,212.15753063371125,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-071726.png
0,44,0,494.36186540732,554.9285714285711,802.9332939787485,992.5389610389609,0.0,Fano,209.3187674191766,210.6135505191604,212.27211124509245,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-072737.png
0,45,0,494.36186540732,554.9285714285711,802.9332939787485,992.5389610389609,0.0,Fano,209.61100330084403,210.43732155034073,211.53447458669666,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-073747.png
0,46,0,494.36186540732,554.9285714285711,802.9332939787485,992.5389610389609,0.0,Fano,209.2157356579763,210.19697517148512,211.47376417575705,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-074758.png
0,47,0,494.36186540732,554.9285714285711,802.9332939787485,992.5389610389609,0.0,Fano,209.3112075005984,209.9643814657894,211.7617296196338,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-075808.png
0,48,0,494.36186540732,554.9285714285711,802.9332939787485,992.5389610389609,0.0,Fano,208.62866054729247,209.8113359614382,211.18724957343278,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-080818.png
0,49,0,494.36186540732,554.9285714285711,802.9332939787485,992.5389610389609,0.0,Fano,208.20698727473317,209.13159440182739,210.62905103461608,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-081828.png
0,50,0,494.36186540732,554.9285714285711,802.9332939787485,992.5389610389609,0.0,Fano,207.64639141110288,208.70969842549715,210.7449762853511,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-082839.png
0,51,0,494.36186540732,554.9285714285711,802.9332939787485,992.5389610389609,0.0,Fano,207.1123703720315,208.19358712630955,209.86573090893364,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-083849.png
0,52,0,494.36186540732,554.9285714285711,802.9332939787485,992.5389610389609,0.0,Fano,206.71725262519007,207.7451561033108,209.23636736628978,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-084859.png
0,53,0,494.36186540732,554.9285714285711,802.9332939787485,992.5389610389609,0.0,Fano,206.30642182355277,207.25589828128489,208.95482036321465,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-085910.png
0,54,0,494.36186540732,554.9285714285711,802.9332939787485,992.5389610389609,0.0,Fano,205.76519692795776,206.66572228391536,208.52795482870027,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-090920.png
0,55,0,494.36186540732,554.9285714285711,802.9332939787485,992.5389610389609,0.0,Fano,205.09233348731394,206.24582617658933,207.73660963279073,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-091930.png
0,56,0,494.36186540732,554.9285714285711,802.9332939787485,992.5389610389609,0.0,Fano,205.1391787866692,206.3587745729869,208.09619303483043,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-092941.png
0,57,0,494.36186540732,554.9285714285711,802.9332939787485,992.5389610389609,0.0,Fano,204.36036314619537,205.80718642768744,207.88580659092148,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-093952.png
0,58,0,494.36186540732,554.9285714285711,802.9332939787485,992.5389610389609,0.0,Fano,203.85169197340377,205.84386557802347,207.51460815443934,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-095002.png
0,59,0,494.36186540732,554.9285714285711,802.9332939787485,992.5389610389609,0.0,Fano,203.37794230560925,205.4067544091386,206.8624389452996,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-100013.png
0,60,0,494.36186540732,554.9285714285711,802.9332939787485,992.5389610389609,0.0,Fano,202.52668772271437,204.49023356402049,206.43064018043975,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-101023.png
0,61,0,494.36186540732,554.9285714285711,802.9332939787485,992.5389610389609,0.0,Fano,202.1980312768946,203.43685474183732,205.82596111509153,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-102034.png
0,62,0,494.36186540732,554.9285714285711,802.9332939787485,992.5389610389609,0.0,Fano,201.23013769762133,202.85088595667364,205.63889760326924,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-103045.png
0,63,0,494.36186540732,554.9285714285711,802.9332939787485,992.5389610389609,0.0,Fano,200.98605745096327,202.75056969430804,204.62103354709444,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-104055.png
0,64,0,494.36186540732,554.9285714285711,802.9332939787485,992.5389610389609,0.0,Fano,199.82102434094386,201.67877731265924,204.41980555987047,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-105106.png
0,65,0,494.36186540732,554.9285714285711,802.9332939787485,992.5389610389609,0.0,Fano,198.17047929213004,200.95741558563444,202.4397862103975,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-110117.png
0,66,0,494.36186540732,554.9285714285711,802.9332939787485,992.5389610389609,0.0,Fano,197.02242284384863,200.0027363294702,201.36588654544616,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-111127.png
0,67,0,494.36186540732,554.9285714285711,802.9332939787485,992.5389610389609,0.0,Fano,195.86109812212092,198.18518710950354,200.2313035201576,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-112138.png
0,68,0,494.36186540732,554.9285714285711,802.9332939787485,992.5389610389609,0.0,Fano,197.2000140549316,199.8354544754185,201.85995506991011,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-113149.png
0,69,0,494.36186540732,554.9285714285711,802.9332939787485,992.5389610389609,0.0,Fano,196.61724501274497,200.42250303478014,201.9804441515517,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-114159.png
0,70,0,494.36186540732,554.9285714285711,802.9332939787485,992.5389610389609,0.0,Fano,198.21957089765291,200.83846465567095,202.26521220623022,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-115210.png
0,71,0,494.36186540732,554.9285714285711,802.9332939787485,992.5389610389609,0.0,Fano,198.468434766666,200.74246833878152,202.262314003134,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-120220.png
0,72,0,494.36186540732,554.9285714285711,802.9332939787485,992.5389610389609,0.0,Fano,197.47736078008882,200.1954281561817,202.02756468388995,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-121231.png
0,73,0,494.36186540732,554.9285714285711,802.9332939787485,992.5389610389609,0.0,Fano,197.37584104023253,200.8466974721398,201.93449999949092,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-122242.png
0,74,0,494.36186540732,554.9285714285711,802.9332939787485,992.5389610389609,0.0,Fano,197.85939305144709,200.18100516287785,202.12049309275412,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-123253.png
0,75,0,494.36186540732,554.9285714285711,802.9332939787485,992.5389610389609,0.0,Fano,197.15807860078135,200.24916662137392,201.94811211646706,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-124303.png
0,76,0,494.36186540732,554.9285714285711,802.9332939787485,992.5389610389609,0.0,Fano,197.4086333328432,200.73394927797207,202.29646082003381,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-125314.png
0,77,0,494.36186540732,554.9285714285711,802.9332939787485,992.5389610389609,0.0,Fano,196.56313430854436,200.22085513267336,201.60354615763492,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-130324.png
