ROI_x1,ROI_y1,ROI_x2,ROI_y2,Angle,amp,assym,res,gamma,off,FWHM,r2 
767.0870967741937,422.9236559139787,1228.8505376344087,872.5752688172045,-0.27154601183111526,31.339162196571056,-1.5958723535899468,236.92515445755134,34.04468196085077,177.78194750733942,423.7360867308758,0.9768790979920355 
767.0870967741937,422.9236559139787,1228.8505376344087,872.5752688172045,-0.27154601183111526,31.2105077165713,-1.6036456441030567,236.85908580081312,33.91171678664891,176.95136991935783,406.79307940738005,0.9770230675919874 
767.0870967741937,422.9236559139787,1228.8505376344087,872.5752688172045,-0.27154601183111526,31.090529234302164,-1.6065791598808916,236.75586382467134,34.150514424061015,176.92437998513924,404.1715756092473,0.9771771427770419 
767.0870967741937,422.9236559139787,1228.8505376344087,872.5752688172045,-0.27154601183111526,31.01030054392167,-1.616123985938059,236.41933356012498,34.116839614880085,175.0104883982628,387.0451435307795,0.976682117292981 
767.0870967741937,422.9236559139787,1228.8505376344087,872.5752688172045,-0.27154601183111526,31.27102340299542,-1.6054546594589079,236.67602280885166,34.3799203137435,176.86370857096614,408.98360644131026,0.9773056869400641 
767.0870967741937,422.9236559139787,1228.8505376344087,872.5752688172045,-0.27154601183111526,31.850183366835648,-1.5871051413474437,237.25839562623133,34.17739575764551,175.7780043263967,444.43187857168135,0.9769675054882054 
767.0870967741937,422.9236559139787,1228.8505376344087,872.5752688172045,-0.27154601183111526,32.03354610529465,-1.5845030532862403,237.19701617883257,34.11360677997551,176.60486833701043,449.6214307648817,0.9761974717469482 
767.0870967741937,422.9236559139787,1228.8505376344087,872.5752688172045,-0.27154601183111526,32.24678248102908,-1.5780880880533572,237.262931154721,34.03187780161228,178.8131727510538,464.1635235739479,0.976637323504068 
767.0870967741937,422.9236559139787,1228.8505376344087,872.5752688172045,-0.27154601183111526,32.125032929972534,-1.5856816011695112,236.87621528859344,33.688872369597604,174.58163181288538,441.30876262665737,0.9758119405837117 
767.0870967741937,422.9236559139787,1228.8505376344087,872.5752688172045,-0.27154601183111526,32.11371990903899,-1.5813457678540457,236.91915389265563,33.704572086314734,176.56993259413983,451.69514078807055,0.9765412668319332 
767.0870967741937,422.9236559139787,1228.8505376344087,872.5752688172045,-0.27154601183111526,31.973082149857152,-1.5898282761199205,236.51823492720135,33.962433329558124,183.5033240277196,435.555950386915,0.976778762484937 
767.0870967741937,422.9236559139787,1228.8505376344087,872.5752688172045,-0.27154601183111526,31.77216534045603,-1.5978044968669873,236.53638673225333,33.639444953656955,176.444918413875,414.8026152654451,0.9768303046440605 
767.0870967741937,422.9236559139787,1228.8505376344087,872.5752688172045,-0.27154601183111526,31.451927724751144,-1.6052698749596612,236.41578496251046,34.06897503411817,180.6969300178653,405.62842248816435,0.9774325459529268 
767.0870967741937,422.9236559139787,1228.8505376344087,872.5752688172045,-0.27154601183111526,31.988706387495387,-1.5926730438335512,236.6691786976016,34.04800146806854,183.48049041184015,430.4841567429586,0.9780130412295323 
767.0870967741937,422.9236559139787,1228.8505376344087,872.5752688172045,-0.27154601183111526,31.940122008713722,-1.593072657995126,236.59233849119568,33.90902730040214,176.4862465211276,427.87966187010744,0.9773585278349718 
767.0870967741937,422.9236559139787,1228.8505376344087,872.5752688172045,-0.27154601183111526,32.05499860960015,-1.5846758961911416,236.94817669258157,33.94422001855457,176.5774049306099,446.98538538434417,0.9771174228336115 
767.0870967741937,422.9236559139787,1228.8505376344087,872.5752688172045,-0.27154601183111526,31.53355504168716,-1.604642426536787,236.76270545228655,33.82987191402346,176.79429418257251,403.9458706976995,0.9780004997472647 
767.0870967741937,422.9236559139787,1228.8505376344087,872.5752688172045,-0.27154601183111526,31.651713904364186,-1.6022193366791675,236.61670155842526,33.79791929609001,176.55629623856268,408.12918879579564,0.9777797273771835 
767.0870967741937,422.9236559139787,1228.8505376344087,872.5752688172045,-0.27154601183111526,31.94871412166734,-1.586259126642645,237.32229465697228,33.80295627010349,176.64155075755139,441.4821049088896,0.9778012704452171 
767.0870967741937,422.9236559139787,1228.8505376344087,872.5752688172045,-0.27154601183111526,31.84460380810715,-1.591271371153092,237.41962550680228,33.72177389996507,177.44447588895994,429.34547943254074,0.9772233098769209 
767.0870967741937,422.9236559139787,1228.8505376344087,872.5752688172045,-0.27154601183111526,31.942584289446135,-1.5880100010835434,237.49495122414314,33.88018182116623,177.03202935779862,438.5302634087107,0.977641728729203 
767.0870967741937,422.9236559139787,1228.8505376344087,872.5752688172045,-0.27154601183111526,32.07807428928353,-1.5860167746295477,237.1563395162494,33.65625426609319,177.04686205548194,440.1170111750927,0.9776987038804041 
767.0870967741937,422.9236559139787,1228.8505376344087,872.5752688172045,-0.27154601183111526,31.942146626496417,-1.5891165967662468,237.59429751098142,33.72594233459145,176.22719696488173,434.0829357081462,0.977493529248881 
767.0870967741937,422.9236559139787,1228.8505376344087,872.5752688172045,-0.27154601183111526,32.19989786121963,-1.5791823627623387,237.6226316785982,33.671010482141625,175.11328339780354,456.5203476577665,0.9774100650858701 
767.0870967741937,422.9236559139787,1228.8505376344087,872.5752688172045,-0.27154601183111526,32.13458248321385,-1.5837024785474716,237.57648377972444,33.60787085832092,174.70995182565778,444.8168662233629,0.9767107640865085 
767.0870967741937,422.9236559139787,1228.8505376344087,872.5752688172045,-0.27154601183111526,32.31855078028643,-1.5733845671507458,237.66739828849,33.53866677800596,175.29754189566268,469.51255759196704,0.9766443741172134 
767.0870967741937,422.9236559139787,1228.8505376344087,872.5752688172045,-0.27154601183111526,32.31887816567696,-1.5751967287327893,237.6969121490322,33.58455535528748,175.5740260291889,465.41217550507184,0.9768146216682911 
767.0870967741937,422.9236559139787,1228.8505376344087,872.5752688172045,-0.27154601183111526,32.54146462600264,-1.5726907640183445,237.81086651434833,33.56578773829064,176.06841577744797,471.73577434011446,0.9763521984061271 
767.0870967741937,422.9236559139787,1228.8505376344087,872.5752688172045,-0.27154601183111526,32.65557995043457,-1.5634444000594958,237.5587116997961,33.462567763039175,174.52349550184283,496.4126620304372,0.9769424828768059 
767.0870967741937,422.9236559139787,1228.8505376344087,872.5752688172045,-0.27154601183111526,32.78992230662289,-1.5604764378893778,237.61011670528507,33.431808510431566,173.33562355285983,505.0359790291054,0.9763059652861577 
767.0870967741937,422.9236559139787,1228.8505376344087,872.5752688172045,-0.27154601183111526,32.40605805039327,-1.5762949633883816,237.4115734200666,33.38383923033318,173.59199954635946,459.8249333437651,0.9763509690899702 
