ROI,ID,subROI,ROI_x1,ROI_y1,ROI_x2,ROI_y2,Angle,Amplitude,Assymetry,Resonance,Gamma,Bias,FWHM,R^2,image path
0,0,0,494.36186540732,549.3181818181815,808.543683589138,953.2662337662337,0.0,-118.95020218210423,0.09517165116866161,218.12959983515984,14.457821971050095,181.97585036849307,-1.9591964492887453,0.9946443575397803,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-000004.png
0,0,1,494.36186540732,549.3181818181815,808.543683589138,953.2662337662337,0.0,-74.89214897289116,0.03074439954307714,199.63839052270814,14.225699872869452,138.90416573354483,-0.6189599613133473,0.9890714449802036,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-000004.png
0,0,2,494.36186540732,549.3181818181815,808.543683589138,953.2662337662337,0.0,-90.24772488880718,0.2266770632561212,231.09836298274953,17.119705015055064,152.19421119925286,-5.704670594944077,0.9960754333195129,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-000004.png
0,0,3,494.36186540732,549.3181818181815,808.543683589138,953.2662337662337,0.0,-142.8111087674237,0.10995986172499386,221.27040609709377,17.01937773670725,203.73607034926528,-2.670762214256568,0.9947871754468799,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-000004.png
0,0,4,494.36186540732,549.3181818181815,808.543683589138,953.2662337662337,0.0,-144.2726165895309,0.08419548061577721,218.62295501635288,18.125961699530958,204.82397182885128,-2.169777521388388,0.9952669835948097,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-000004.png
0,0,5,494.36186540732,549.3181818181815,808.543683589138,953.2662337662337,0.0,-165.35571302590694,0.0359444770695691,213.91585089131982,17.835784295316905,224.52935888655267,-0.9075284685843215,0.9961627118193442,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-000004.png
0,0,6,494.36186540732,549.3181818181815,808.543683589138,953.2662337662337,0.0,-129.9535261578038,0.057673218215839026,211.28130705910397,21.153803392874575,190.44005050338737,-1.7296624674947185,0.9948077510877433,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-000004.png
0,0,7,494.36186540732,549.3181818181815,808.543683589138,953.2662337662337,0.0,-158.14373085288645,0.05653784424394814,211.51158566609948,19.349670565879123,216.86801924506614,-1.5508481358424544,0.9950686308491264,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-000004.png
0,0,8,494.36186540732,549.3181818181815,808.543683589138,953.2662337662337,0.0,-170.81925439796507,0.08268106683893961,211.41531525689362,19.437939755473366,226.55216683232584,-2.2845425855470927,0.9948990294208516,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-000004.png
0,0,9,494.36186540732,549.3181818181815,808.543683589138,953.2662337662337,0.0,-148.81526687821685,0.03947144878430482,202.35646690482295,23.80118089685872,203.88581901625645,-1.3301606861894815,0.9954023693026303,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-000004.png
0,1,0,494.36186540732,549.3181818181815,808.543683589138,953.2662337662337,0.0,-119.45160753174676,0.09219302189824549,218.16272650989876,14.395043505642803,182.54498149372526,-1.888845733451835,0.9945501730161962,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-001015.png
0,1,1,494.36186540732,549.3181818181815,808.543683589138,953.2662337662337,0.0,-76.05506327818709,0.01983092489480097,199.57178781997857,13.933476500124666,139.91789784124933,-0.3908818958506464,0.9881812923000123,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-001015.png
0,1,2,494.36186540732,549.3181818181815,808.543683589138,953.2662337662337,0.0,-92.4003260139842,0.21703718352533097,231.09853353131905,17.009148397271993,154.75356758831143,-5.409260820916971,0.9961047505643209,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-001015.png
0,1,3,494.36186540732,549.3181818181815,808.543683589138,953.2662337662337,0.0,-143.31446013236504,0.10414650515583097,221.2095529435859,16.82227738689486,204.4751220323925,-2.4979321988768004,0.9948629328708561,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-001015.png
0,1,4,494.36186540732,549.3181818181815,808.543683589138,953.2662337662337,0.0,-145.34510577033265,0.08361604085007338,218.68297220922963,17.897414589337476,206.1575423724286,-2.127519534934586,0.9957144356162966,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-001015.png
0,1,5,494.36186540732,549.3181818181815,808.543683589138,953.2662337662337,0.0,-167.26636713848728,0.039709854124293155,214.35284914777534,17.801618540571845,226.24068200420422,-1.0008902714138677,0.9961190181747221,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-001015.png
0,1,6,494.36186540732,549.3181818181815,808.543683589138,953.2662337662337,0.0,-130.43068534717585,0.05705382504918234,211.43021229905938,21.039440740498474,191.50941188737383,-1.7017451069366458,0.9950964562190958,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-001015.png
0,1,7,494.36186540732,549.3181818181815,808.543683589138,953.2662337662337,0.0,-156.1162258630418,0.056039294974166876,211.48160038890774,19.526780588050805,215.14245616764495,-1.5511774055315093,0.9950733806558725,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-001015.png
0,1,8,494.36186540732,549.3181818181815,808.543683589138,953.2662337662337,0.0,-169.92639717114713,0.08035548452387854,211.3428654434607,19.61764382165129,225.59771534503335,-2.24017366285828,0.9950021805846984,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-001015.png
0,1,9,494.36186540732,549.3181818181815,808.543683589138,953.2662337662337,0.0,-149.5356057384909,0.03644223256673221,202.4897869074788,23.560040684325454,204.91872841042962,-1.2154262909073543,0.9955531274682042,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-001015.png
0,2,0,494.36186540732,549.3181818181815,808.543683589138,953.2662337662337,0.0,-118.78576784847391,0.09585475043996733,218.38255484991615,14.43280709292917,182.09291750177786,-1.9700376438811706,0.9948871227885365,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-002026.png
0,2,1,494.36186540732,549.3181818181815,808.543683589138,953.2662337662337,0.0,-74.6435908417635,0.021058668903480092,199.59202071079002,14.432707484438392,138.55512211824706,-0.4299700207276684,0.9883852857432862,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-002026.png
0,2,2,494.36186540732,549.3181818181815,808.543683589138,953.2662337662337,0.0,-93.73581427230484,0.21994983842358717,231.17457348107908,16.87160555550274,155.8108212332319,-5.442762452125692,0.9960147774857968,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-002026.png
0,2,3,494.36186540732,549.3181818181815,808.543683589138,953.2662337662337,0.0,-142.26396457302516,0.10327506723375957,221.18936419476992,17.255349889165988,203.41588298202237,-2.5404545454906966,0.9948240764977905,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-002026.png
0,2,4,494.36186540732,549.3181818181815,808.543683589138,953.2662337662337,0.0,-143.84714057349674,0.08234823020802319,218.83158966013534,17.987142378659115,204.69112902095486,-2.10543328864191,0.9956054045398712,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-002026.png
0,2,5,494.36186540732,549.3181818181815,808.543683589138,953.2662337662337,0.0,-167.10603678407801,0.04034807124418624,214.57038173493638,17.77101341716579,226.09020194340516,-1.0152670846748988,0.9960021198983653,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-002026.png
0,2,6,494.36186540732,549.3181818181815,808.543683589138,953.2662337662337,0.0,-132.20697378864037,0.0555683821292991,211.30255821392112,20.916945957483623,193.16711190143883,-1.6475820805875592,0.9949439797391174,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-002026.png
0,2,7,494.36186540732,549.3181818181815,808.543683589138,953.2662337662337,0.0,-155.86794657181488,0.05711215157079295,211.68799474751592,19.64338552194486,214.76815101558736,-1.590459391424546,0.9954326252750253,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-002026.png
0,2,8,494.36186540732,549.3181818181815,808.543683589138,953.2662337662337,0.0,-171.81699105615903,0.08003350830949411,211.80219720037013,19.558676366015895,227.7619004664836,-2.224404649560605,0.9953489734317549,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-002026.png
0,2,9,494.36186540732,549.3181818181815,808.543683589138,953.2662337662337,0.0,-151.72507941952577,0.03304132323563935,202.23347019543954,23.68392593906496,206.983704307091,-1.1075969599884297,0.9953722223621637,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-002026.png
0,3,0,494.36186540732,549.3181818181815,808.543683589138,953.2662337662337,0.0,-117.71106922224351,0.09450926554017433,218.35750495065656,14.428484378249774,181.15525710165278,-1.9414294962043126,0.9945616477310486,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-003036.png
0,3,1,494.36186540732,549.3181818181815,808.543683589138,953.2662337662337,0.0,-74.17723030791332,0.016179151682839416,199.55990102166035,14.709516163914786,138.33985579133417,-0.33663122420083474,0.9886514795174207,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-003036.png
0,3,2,494.36186540732,549.3181818181815,808.543683589138,953.2662337662337,0.0,-95.9507294972199,0.21588473342593995,231.1380519961002,16.892645748483424,158.05878693967114,-5.341668662960347,0.996195309710782,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-003036.png
0,3,3,494.36186540732,549.3181818181815,808.543683589138,953.2662337662337,0.0,-143.63128242027435,0.10130496905418479,221.42700297465734,17.02369131959227,204.92601337396542,-2.457792103474843,0.9948929332144018,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-003036.png
0,3,4,494.36186540732,549.3181818181815,808.543683589138,953.2662337662337,0.0,-142.40266678527604,0.08074810688953489,219.05243536610385,18.142174944589748,203.46097898894735,-2.0819085211799733,0.9955309210226728,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-003036.png
0,3,5,494.36186540732,549.3181818181815,808.543683589138,953.2662337662337,0.0,-169.63891544503036,0.03350954480350395,214.46870770724848,17.859811057364215,228.75627695680666,-0.8470833961428605,0.9958416106090073,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-003036.png
0,3,6,494.36186540732,549.3181818181815,808.543683589138,953.2662337662337,0.0,-132.96917917023933,0.05778844302658106,211.83125848496726,20.93479628064951,194.0512825358963,-1.7151921500488891,0.9949000274690011,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-003036.png
0,3,7,494.36186540732,549.3181818181815,808.543683589138,953.2662337662337,0.0,-154.58964687433405,0.05687603039221411,211.78247547732857,19.638852697439592,213.70266940580612,-1.5834864153032826,0.9951626283563435,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-003036.png
0,3,8,494.36186540732,549.3181818181815,808.543683589138,953.2662337662337,0.0,-172.27426668232647,0.0790905206205572,211.96514109622342,19.49669283515927,228.5188601287905,-2.1909826353498723,0.9953360041862321,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-003036.png
0,3,9,494.36186540732,549.3181818181815,808.543683589138,953.2662337662337,0.0,-151.3066275837922,0.03543738096090032,202.45260147923165,23.93421714125164,206.52266562208527,-1.2006182145547097,0.995354904536968,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-003036.png
0,4,0,494.36186540732,549.3181818181815,808.543683589138,953.2662337662337,0.0,-117.31739637159728,0.08982391747042709,218.07523680428073,14.214375799742086,181.03017232017967,-1.8166220844662422,0.9944564084914492,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-004046.png
0,4,1,494.36186540732,549.3181818181815,808.543683589138,953.2662337662337,0.0,-72.9458187040738,0.01607107139272219,199.87627342727276,14.952800124065723,137.37864874647946,-0.33991199076398987,0.9883542210514596,/Volumes/krauss/Callum/p and g/Libra_Data/20230810-000004/20230810-004046.png
